cluster_id,Activity Period,Operating Airline,GEO Region,Terminal,Passenger Count
4,201412,United Airlines,Australia / Oceania,International,7597
4,201412,United Airlines,Australia / Oceania,International,6516
11,201412,United Airlines,Canada,International,1731
7,201412,United Airlines,Canada,Terminal 3,2511
7,201412,United Airlines,Canada,Terminal 3,5144
7,201412,United Airlines,Canada,Terminal 3,8864
3,201412,United Airlines,Europe,International,18891
3,201412,United Airlines,Europe,International,17691
6,201412,United Airlines,Mexico,International,20467
6,201412,United Airlines,Mexico,International,23211
6,201412,United Airlines,Mexico,International,17
2,201412,Virgin America,US,Terminal 2,164412
2,201412,Virgin America,US,Terminal 2,165255
6,201412,Virgin America,Mexico,International,3406
6,201412,Virgin America,Mexico,Terminal 2,4180
3,201412,Virgin Atlantic,Europe,International,9439
3,201412,Virgin Atlantic,Europe,International,9157
3,201501,Aer Lingus,Europe,International,3737
3,201501,Aer Lingus,Europe,International,3032
6,201501,Aeromexico,Mexico,International,13288
6,201501,Aeromexico,Mexico,International,11600
11,201501,Air Canada ,Canada,International,11565
11,201501,Air Canada ,Canada,International,11102
11,201501,Air Canada ,Canada,International,10676
11,201501,Air Canada ,Canada,International,10248
4,201501,Air China,Asia,International,7177
4,201501,Air China,Asia,International,5248
3,201501,Air France,Europe,International,7675
3,201501,Air France,Europe,International,7294
1,201501,Air New Zealand,Australia / Oceania,International,11785
1,201501,Air New Zealand,Australia / Oceania,International,12973
2,201501,Alaska Airlines,US,International,49993
2,201501,Alaska Airlines,US,International,48121
6,201501,Alaska Airlines,Mexico,International,6591
6,201501,Alaska Airlines,Mexico,International,5331
4,201501,All Nippon Airways,Asia,International,7355
4,201501,All Nippon Airways,Asia,International,6336
2,201501,American Airlines,US,Terminal 2,114823
2,201501,American Airlines,US,Terminal 2,107237
4,201501,Asiana Airlines,Asia,International,8108
4,201501,Asiana Airlines,Asia,International,6423
3,201501,British Airways,Europe,International,16745
3,201501,British Airways,Europe,International,15889
4,201501,Cathay Pacific,Asia,International,17634
4,201501,Cathay Pacific,Asia,International,16513
4,201501,China Airlines,Asia,International,10158
4,201501,China Airlines,Asia,International,11307
4,201501,China Eastern,Asia,International,5761
4,201501,China Eastern,Asia,International,3807
4,201501,China Southern,Asia,International,2774
4,201501,China Southern,Asia,International,2291
10,201501,Compass Airlines,US,Terminal 1,34910
10,201501,Compass Airlines,US,Terminal 1,33583
10,201501,Delta Air Lines,US,Terminal 1,94843
10,201501,Delta Air Lines,US,Terminal 1,94713
10,201501,Delta Air Lines,US,Terminal 1,130
4,201501,EVA Airways,Asia,International,17056
4,201501,EVA Airways,Asia,International,17261
4,201501,Emirates ,Middle East,International,13937
4,201501,Emirates ,Middle East,International,12687
4,201501,Etihad Airways,Middle East,International,8799
4,201501,Etihad Airways,Middle East,International,6059
10,201501,Frontier Airlines,US,Terminal 1,17752
10,201501,Frontier Airlines,US,Terminal 1,17933
2,201501,Hawaiian Airlines,US,International,13881
2,201501,Hawaiian Airlines,US,International,11530
4,201501,Japan Airlines,Asia,International,5988
4,201501,Japan Airlines,Asia,International,5729
2,201501,JetBlue Airways ,US,International,46995
2,201501,JetBlue Airways ,US,International,46785
3,201501,KLM Royal Dutch Airlines,Europe,International,6661
3,201501,KLM Royal Dutch Airlines,Europe,International,6222
4,201501,Korean Air Lines,Asia,International,7347
4,201501,Korean Air Lines,Asia,International,6135
3,201501,Lufthansa German Airlines,Europe,International,21356
3,201501,Lufthansa German Airlines,Europe,International,19898
10,201501,Mesa Airlines,US,Terminal 1,5033
10,201501,Mesa Airlines,US,Terminal 1,4204
4,201501,Philippine Airlines,Asia,International,11711
4,201501,Philippine Airlines,Asia,International,11202
10,201501,Republic Airlines,US,Terminal 1,51
3,201501,SAS Airlines,Europe,International,4891
3,201501,SAS Airlines,Europe,International,4251
4,201501,Singapore Airlines,Asia,International,14596
4,201501,Singapore Airlines,Asia,International,12480
10,201501,SkyWest Airlines,US,Terminal 1,1859
10,201501,SkyWest Airlines,US,Terminal 1,1807
0,201501,SkyWest Airlines,US,Terminal 3,145020
0,201501,SkyWest Airlines,US,Terminal 3,141096
11,201501,SkyWest Airlines,Canada,International,1273
7,201501,SkyWest Airlines,Canada,Terminal 3,10085
7,201501,SkyWest Airlines,Canada,Terminal 3,11225
10,201501,Southwest Airlines,US,Terminal 1,124934
10,201501,Southwest Airlines,US,Terminal 1,119096
10,201501,Southwest Airlines,US,Terminal 1,20
2,201501,Sun Country Airlines,US,International,3734
2,201501,Sun Country Airlines,US,International,3578
6,201501,Sun Country Airlines,Mexico,International,912
6,201501,Sun Country Airlines,Mexico,International,917
3,201501,Swiss International,Europe,International,6203
3,201501,Swiss International,Europe,International,5621
4,201501,TACA,Central America,International,6101
4,201501,TACA,Central America,International,6011
5,201501,US Airways,US,Terminal 1,60619
5,201501,US Airways,US,Terminal 1,61729
2,201501,United Airlines,US,International,28156
2,201501,United Airlines,US,International,22333
2,201501,United Airlines,US,International,1
7,201501,United Airlines,US,Terminal 3,197345
7,201501,United Airlines,US,Terminal 3,211641
7,201501,United Airlines,US,Terminal 3,178
7,201501,United Airlines,US,Terminal 3,303783
7,201501,United Airlines,US,Terminal 3,283669
7,201501,United Airlines,US,Terminal 3,380
4,201501,United Airlines,Asia,International,75110
4,201501,United Airlines,Asia,International,65024
4,201501,United Airlines,Asia,International,263
4,201501,United Airlines,Australia / Oceania,International,6940
4,201501,United Airlines,Australia / Oceania,International,7841
11,201501,United Airlines,Canada,International,913
11,201501,United Airlines,Canada,International,517
7,201501,United Airlines,Canada,Terminal 3,4858
7,201501,United Airlines,Canada,Terminal 3,1102
7,201501,United Airlines,Canada,Terminal 3,4972
7,201501,United Airlines,Canada,Terminal 3,8754
3,201501,United Airlines,Europe,International,19383
3,201501,United Airlines,Europe,International,17923
6,201501,United Airlines,Mexico,International,19536
6,201501,United Airlines,Mexico,International,12352
6,201501,United Airlines,Mexico,International,16
7,201501,United Airlines,Mexico,Terminal 3,325
7,201501,United Airlines,Mexico,Terminal 3,4820
2,201501,Virgin America,US,Terminal 2,146357
2,201501,Virgin America,US,Terminal 2,142865
6,201501,Virgin America,Mexico,International,3483
6,201501,Virgin America,Mexico,Terminal 2,2846
3,201501,Virgin Atlantic,Europe,International,9344
3,201501,Virgin Atlantic,Europe,International,8008
3,201502,Aer Lingus,Europe,International,2590
3,201502,Aer Lingus,Europe,International,2585
6,201502,Aeromexico,Mexico,International,9999
6,201502,Aeromexico,Mexico,International,9982
11,201502,Air Canada ,Canada,International,11101
11,201502,Air Canada ,Canada,International,10320
11,201502,Air Canada ,Canada,International,12519
11,201502,Air Canada ,Canada,International,11638
4,201502,Air China,Asia,International,7023
4,201502,Air China,Asia,International,6612
3,201502,Air France,Europe,International,6804
3,201502,Air France,Europe,International,6426
1,201502,Air New Zealand,Australia / Oceania,International,10502
1,201502,Air New Zealand,Australia / Oceania,International,11436
2,201502,Alaska Airlines,US,International,48728
2,201502,Alaska Airlines,US,International,47111
6,201502,Alaska Airlines,Mexico,International,4648
6,201502,Alaska Airlines,Mexico,International,4899
4,201502,All Nippon Airways,Asia,International,6582
4,201502,All Nippon Airways,Asia,International,5827
2,201502,American Airlines,US,Terminal 2,100010
2,201502,American Airlines,US,Terminal 2,97746
4,201502,Asiana Airlines,Asia,International,6945
4,201502,Asiana Airlines,Asia,International,7000
3,201502,British Airways,Europe,International,15388
3,201502,British Airways,Europe,International,14372
4,201502,Cathay Pacific,Asia,International,15306
4,201502,Cathay Pacific,Asia,International,14103
4,201502,China Airlines,Asia,International,8594
4,201502,China Airlines,Asia,International,10094
4,201502,China Eastern,Asia,International,5444
4,201502,China Eastern,Asia,International,4558
4,201502,China Southern,Asia,International,2311
4,201502,China Southern,Asia,International,2311
10,201502,Compass Airlines,US,Terminal 1,34168
10,201502,Compass Airlines,US,Terminal 1,34269
10,201502,Delta Air Lines,US,Terminal 1,91506
10,201502,Delta Air Lines,US,Terminal 1,87053
10,201502,Delta Air Lines,US,Terminal 1,41
4,201502,EVA Airways,Asia,International,14499
4,201502,EVA Airways,Asia,International,15409
4,201502,Emirates ,Middle East,International,11774
4,201502,Emirates ,Middle East,International,10649
4,201502,Etihad Airways,Middle East,International,6770
4,201502,Etihad Airways,Middle East,International,4609
10,201502,Frontier Airlines,US,Terminal 1,16473
10,201502,Frontier Airlines,US,Terminal 1,16475
2,201502,Hawaiian Airlines,US,International,10924
2,201502,Hawaiian Airlines,US,International,11207
4,201502,Japan Airlines,Asia,International,5538
4,201502,Japan Airlines,Asia,International,5397
2,201502,JetBlue Airways ,US,International,47858
2,201502,JetBlue Airways ,US,International,46569
3,201502,KLM Royal Dutch Airlines,Europe,International,5669
3,201502,KLM Royal Dutch Airlines,Europe,International,5012
4,201502,Korean Air Lines,Asia,International,5721
4,201502,Korean Air Lines,Asia,International,6018
3,201502,Lufthansa German Airlines,Europe,International,18451
3,201502,Lufthansa German Airlines,Europe,International,17218
10,201502,Mesa Airlines,US,Terminal 1,5102
10,201502,Mesa Airlines,US,Terminal 1,4667
4,201502,Philippine Airlines,Asia,International,10222
4,201502,Philippine Airlines,Asia,International,9064
10,201502,Republic Airlines,US,Terminal 1,51
3,201502,SAS Airlines,Europe,International,4668
3,201502,SAS Airlines,Europe,International,3878
4,201502,Singapore Airlines,Asia,International,11146
4,201502,Singapore Airlines,Asia,International,12314
10,201502,SkyWest Airlines,US,Terminal 1,1532
10,201502,SkyWest Airlines,US,Terminal 1,1444
10,201502,SkyWest Airlines,US,Terminal 1,36
0,201502,SkyWest Airlines,US,Terminal 3,127460
0,201502,SkyWest Airlines,US,Terminal 3,128247
11,201502,SkyWest Airlines,Canada,International,1039
7,201502,SkyWest Airlines,Canada,Terminal 3,8631
7,201502,SkyWest Airlines,Canada,Terminal 3,9613
10,201502,Southwest Airlines,US,Terminal 1,114811
10,201502,Southwest Airlines,US,Terminal 1,112533
10,201502,Southwest Airlines,US,Terminal 1,73
2,201502,Sun Country Airlines,US,International,2656
2,201502,Sun Country Airlines,US,International,2642
6,201502,Sun Country Airlines,Mexico,International,926
6,201502,Sun Country Airlines,Mexico,International,1251
3,201502,Swiss International,Europe,International,5402
3,201502,Swiss International,Europe,International,4740
4,201502,TACA,Central America,International,5073
4,201502,TACA,Central America,International,4937
5,201502,US Airways,US,Terminal 1,53065
5,201502,US Airways,US,Terminal 1,53450
2,201502,United Airlines,US,International,21779
2,201502,United Airlines,US,International,21031
2,201502,United Airlines,US,International,7
7,201502,United Airlines,US,Terminal 3,183384
7,201502,United Airlines,US,Terminal 3,197534
7,201502,United Airlines,US,Terminal 3,97
7,201502,United Airlines,US,Terminal 3,277766
7,201502,United Airlines,US,Terminal 3,261011
7,201502,United Airlines,US,Terminal 3,127
4,201502,United Airlines,Asia,International,63712
4,201502,United Airlines,Asia,International,61924
4,201502,United Airlines,Australia / Oceania,International,5765
4,201502,United Airlines,Australia / Oceania,International,6688
11,201502,United Airlines,Canada,International,695
11,201502,United Airlines,Canada,International,535
7,201502,United Airlines,Canada,Terminal 3,5311
7,201502,United Airlines,Canada,Terminal 3,1155
7,201502,United Airlines,Canada,Terminal 3,4632
7,201502,United Airlines,Canada,Terminal 3,8697
3,201502,United Airlines,Europe,International,16721
3,201502,United Airlines,Europe,International,15059
6,201502,United Airlines,Mexico,International,16615
6,201502,United Airlines,Mexico,International,11019
6,201502,United Airlines,Mexico,International,9
7,201502,United Airlines,Mexico,Terminal 3,159
7,201502,United Airlines,Mexico,Terminal 3,6434
2,201502,Virgin America,US,Terminal 2,133618
2,201502,Virgin America,US,Terminal 2,134304
6,201502,Virgin America,Mexico,International,3163
6,201502,Virgin America,Mexico,Terminal 2,3341
3,201502,Virgin Atlantic,Europe,International,7343
3,201502,Virgin Atlantic,Europe,International,7045
3,201503,Aer Lingus,Europe,International,3946
3,201503,Aer Lingus,Europe,International,3746
6,201503,Aeromexico,Mexico,International,11097
6,201503,Aeromexico,Mexico,International,10516
11,201503,Air Canada ,Canada,International,12397
11,201503,Air Canada ,Canada,International,12883
11,201503,Air Canada ,Canada,International,15152
11,201503,Air Canada ,Canada,International,15745
4,201503,Air China,Asia,International,6576
4,201503,Air China,Asia,International,7836
3,201503,Air France,Europe,International,9008
3,201503,Air France,Europe,International,8935
1,201503,Air New Zealand,Australia / Oceania,International,10156
1,201503,Air New Zealand,Australia / Oceania,International,9031
2,201503,Alaska Airlines,US,International,58892
2,201503,Alaska Airlines,US,International,56107
6,201503,Alaska Airlines,Mexico,International,4714
6,201503,Alaska Airlines,Mexico,International,5115
4,201503,All Nippon Airways,Asia,International,7259
4,201503,All Nippon Airways,Asia,International,7465
2,201503,American Airlines,US,Terminal 2,119677
2,201503,American Airlines,US,Terminal 2,118333
4,201503,Asiana Airlines,Asia,International,7555
4,201503,Asiana Airlines,Asia,International,7350
3,201503,British Airways,Europe,International,18040
3,201503,British Airways,Europe,International,17304
4,201503,Cathay Pacific,Asia,International,16857
4,201503,Cathay Pacific,Asia,International,17098
4,201503,China Airlines,Asia,International,10894
4,201503,China Airlines,Asia,International,10697
4,201503,China Eastern,Asia,International,4864
4,201503,China Eastern,Asia,International,5082
4,201503,China Southern,Asia,International,2521
4,201503,China Southern,Asia,International,2149
10,201503,Compass Airlines,US,Terminal 1,39820
10,201503,Compass Airlines,US,Terminal 1,39867
10,201503,Delta Air Lines,US,Terminal 1,125028
10,201503,Delta Air Lines,US,Terminal 1,124027
4,201503,EVA Airways,Asia,International,17588
4,201503,EVA Airways,Asia,International,16778
4,201503,Emirates ,Middle East,International,13556
4,201503,Emirates ,Middle East,International,11685
4,201503,Etihad Airways,Middle East,International,7525
4,201503,Etihad Airways,Middle East,International,4585
10,201503,Frontier Airlines,US,Terminal 1,18231
10,201503,Frontier Airlines,US,Terminal 1,18263
2,201503,Hawaiian Airlines,US,International,12900
2,201503,Hawaiian Airlines,US,International,13964
4,201503,Japan Airlines,Asia,International,5760
4,201503,Japan Airlines,Asia,International,6609
2,201503,JetBlue Airways ,US,International,59583
2,201503,JetBlue Airways ,US,International,59523
3,201503,KLM Royal Dutch Airlines,Europe,International,6745
3,201503,KLM Royal Dutch Airlines,Europe,International,6327
4,201503,Korean Air Lines,Asia,International,5289
4,201503,Korean Air Lines,Asia,International,5547
3,201503,Lufthansa German Airlines,Europe,International,23384
3,201503,Lufthansa German Airlines,Europe,International,21917
10,201503,Mesa Airlines,US,Terminal 1,6234
10,201503,Mesa Airlines,US,Terminal 1,5861
4,201503,Philippine Airlines,Asia,International,10508
4,201503,Philippine Airlines,Asia,International,8686
3,201503,SAS Airlines,Europe,International,6167
3,201503,SAS Airlines,Europe,International,5867
4,201503,Singapore Airlines,Asia,International,12238
4,201503,Singapore Airlines,Asia,International,13489
10,201503,SkyWest Airlines,US,Terminal 1,5673
10,201503,SkyWest Airlines,US,Terminal 1,5836
0,201503,SkyWest Airlines,US,Terminal 3,164272
0,201503,SkyWest Airlines,US,Terminal 3,160967
11,201503,SkyWest Airlines,Canada,International,1382
7,201503,SkyWest Airlines,Canada,Terminal 3,12006
7,201503,SkyWest Airlines,Canada,Terminal 3,13199
10,201503,Southwest Airlines,US,Terminal 1,149911
10,201503,Southwest Airlines,US,Terminal 1,147533
10,201503,Southwest Airlines,US,Terminal 1,50
2,201503,Sun Country Airlines,US,International,3210
2,201503,Sun Country Airlines,US,International,3230
6,201503,Sun Country Airlines,Mexico,International,315
3,201503,Swiss International,Europe,International,6391
3,201503,Swiss International,Europe,International,5951
4,201503,TACA,Central America,International,5539
4,201503,TACA,Central America,International,5195
5,201503,US Airways,US,Terminal 1,65797
5,201503,US Airways,US,Terminal 1,68635
2,201503,United Airlines,US,International,25991
2,201503,United Airlines,US,International,27485
2,201503,United Airlines,US,International,272
7,201503,United Airlines,US,Terminal 3,242810
7,201503,United Airlines,US,Terminal 3,256380
7,201503,United Airlines,US,Terminal 3,219
7,201503,United Airlines,US,Terminal 3,316133
7,201503,United Airlines,US,Terminal 3,307470
7,201503,United Airlines,US,Terminal 3,668
4,201503,United Airlines,Asia,International,70071
4,201503,United Airlines,Asia,International,78313
4,201503,United Airlines,Australia / Oceania,International,7522
4,201503,United Airlines,Australia / Oceania,International,6220
11,201503,United Airlines,Canada,International,2121
11,201503,United Airlines,Canada,International,743
7,201503,United Airlines,Canada,Terminal 3,3177
7,201503,United Airlines,Canada,Terminal 3,362
7,201503,United Airlines,Canada,Terminal 3,6570
7,201503,United Airlines,Canada,Terminal 3,11808
3,201503,United Airlines,Europe,International,20223
3,201503,United Airlines,Europe,International,19719
6,201503,United Airlines,Mexico,International,23268
6,201503,United Airlines,Mexico,International,17332
6,201503,United Airlines,Mexico,International,2
7,201503,United Airlines,Mexico,Terminal 3,464
7,201503,United Airlines,Mexico,Terminal 3,5667
2,201503,Virgin America,US,Terminal 2,163017
2,201503,Virgin America,US,Terminal 2,165828
6,201503,Virgin America,Mexico,International,3938
6,201503,Virgin America,Mexico,Terminal 2,4115
3,201503,Virgin Atlantic,Europe,International,10498
3,201503,Virgin Atlantic,Europe,International,9475
3,201504,Aer Lingus,Europe,International,4146
3,201504,Aer Lingus,Europe,International,4457
6,201504,Aeromexico,Mexico,International,10838
6,201504,Aeromexico,Mexico,International,11137
11,201504,Air Canada ,Canada,International,10367
11,201504,Air Canada ,Canada,International,10282
11,201504,Air Canada ,Canada,International,16914
11,201504,Air Canada ,Canada,International,16777
4,201504,Air China,Asia,International,7465
4,201504,Air China,Asia,International,6218
3,201504,Air France,Europe,International,13212
3,201504,Air France,Europe,International,13395
1,201504,Air New Zealand,Australia / Oceania,International,9379
1,201504,Air New Zealand,Australia / Oceania,International,7852
2,201504,Alaska Airlines,US,International,55673
2,201504,Alaska Airlines,US,International,57612
6,201504,Alaska Airlines,Mexico,International,5695
6,201504,Alaska Airlines,Mexico,International,5053
4,201504,All Nippon Airways,Asia,International,6777
4,201504,All Nippon Airways,Asia,International,6173
2,201504,American Airlines,US,Terminal 2,119810
2,201504,American Airlines,US,Terminal 2,118383
4,201504,Asiana Airlines,Asia,International,8327
4,201504,Asiana Airlines,Asia,International,6321
3,201504,British Airways,Europe,International,19534
3,201504,British Airways,Europe,International,19594
4,201504,Cathay Pacific,Asia,International,16925
4,201504,Cathay Pacific,Asia,International,15947
4,201504,China Airlines,Asia,International,10572
4,201504,China Airlines,Asia,International,9409
4,201504,China Eastern,Asia,International,5373
4,201504,China Eastern,Asia,International,4408
4,201504,China Southern,Asia,International,2621
4,201504,China Southern,Asia,International,1803
10,201504,Compass Airlines,US,Terminal 1,37954
10,201504,Compass Airlines,US,Terminal 1,37814
2,201504,Compass Airlines,US,Terminal 2,2213
2,201504,Compass Airlines,US,Terminal 2,1962
10,201504,Delta Air Lines,US,Terminal 1,127887
10,201504,Delta Air Lines,US,Terminal 1,128368
4,201504,EVA Airways,Asia,International,17572
4,201504,EVA Airways,Asia,International,14471
4,201504,Emirates ,Middle East,International,13876
4,201504,Emirates ,Middle East,International,10356
4,201504,Etihad Airways,Middle East,International,7479
4,201504,Etihad Airways,Middle East,International,4226
10,201504,Frontier Airlines,US,Terminal 1,18548
10,201504,Frontier Airlines,US,Terminal 1,18263
2,201504,Hawaiian Airlines,US,International,14571
2,201504,Hawaiian Airlines,US,International,15291
4,201504,Japan Airlines,Asia,International,5879
4,201504,Japan Airlines,Asia,International,5214
2,201504,JetBlue Airways ,US,International,60277
2,201504,JetBlue Airways ,US,International,60254
3,201504,KLM Royal Dutch Airlines,Europe,International,10912
3,201504,KLM Royal Dutch Airlines,Europe,International,10831
4,201504,Korean Air Lines,Asia,International,6978
4,201504,Korean Air Lines,Asia,International,5923
3,201504,Lufthansa German Airlines,Europe,International,21817
3,201504,Lufthansa German Airlines,Europe,International,21809
10,201504,Mesa Airlines,US,Terminal 1,3817
10,201504,Mesa Airlines,US,Terminal 1,3303
4,201504,Philippine Airlines,Asia,International,11569
4,201504,Philippine Airlines,Asia,International,9624
3,201504,SAS Airlines,Europe,International,5757
3,201504,SAS Airlines,Europe,International,6438
4,201504,Singapore Airlines,Asia,International,14432
4,201504,Singapore Airlines,Asia,International,12656
10,201504,SkyWest Airlines,US,Terminal 1,3999
10,201504,SkyWest Airlines,US,Terminal 1,3924
0,201504,SkyWest Airlines,US,Terminal 3,158219
0,201504,SkyWest Airlines,US,Terminal 3,157000
11,201504,SkyWest Airlines,Canada,International,1325
7,201504,SkyWest Airlines,Canada,Terminal 3,11070
7,201504,SkyWest Airlines,Canada,Terminal 3,12465
10,201504,Southwest Airlines,US,Terminal 1,148792
10,201504,Southwest Airlines,US,Terminal 1,146825
10,201504,Southwest Airlines,US,Terminal 1,31
2,201504,Sun Country Airlines,US,International,4833
2,201504,Sun Country Airlines,US,International,5065
3,201504,Swiss International,Europe,International,6116
3,201504,Swiss International,Europe,International,5749
4,201504,TACA,Central America,International,5334
4,201504,TACA,Central America,International,4531
3,201504,Turkish Airlines,Europe,International,3631
3,201504,Turkish Airlines,Europe,International,3866
5,201504,US Airways,US,Terminal 1,67887
5,201504,US Airways,US,Terminal 1,67841
2,201504,United Airlines,US,International,30467
2,201504,United Airlines,US,International,30162
2,201504,United Airlines,US,International,723
7,201504,United Airlines,US,Terminal 3,237278
7,201504,United Airlines,US,Terminal 3,247572
7,201504,United Airlines,US,Terminal 3,160
7,201504,United Airlines,US,Terminal 3,320370
7,201504,United Airlines,US,Terminal 3,310284
7,201504,United Airlines,US,Terminal 3,179
4,201504,United Airlines,Asia,International,72288
4,201504,United Airlines,Asia,International,62390
4,201504,United Airlines,Australia / Oceania,International,6560
4,201504,United Airlines,Australia / Oceania,International,5065
11,201504,United Airlines,Canada,International,3541
11,201504,United Airlines,Canada,International,820
7,201504,United Airlines,Canada,Terminal 3,5185
7,201504,United Airlines,Canada,Terminal 3,1117
7,201504,United Airlines,Canada,Terminal 3,4817
7,201504,United Airlines,Canada,Terminal 3,12310
3,201504,United Airlines,Europe,International,25813
3,201504,United Airlines,Europe,International,26890
6,201504,United Airlines,Mexico,International,23753
6,201504,United Airlines,Mexico,International,16840
7,201504,United Airlines,Mexico,Terminal 3,109
7,201504,United Airlines,Mexico,Terminal 3,6173
2,201504,Virgin America,US,Terminal 2,164960
2,201504,Virgin America,US,Terminal 2,167002
6,201504,Virgin America,Mexico,International,4788
6,201504,Virgin America,Mexico,Terminal 2,4416
3,201504,Virgin Atlantic,Europe,International,11874
3,201504,Virgin Atlantic,Europe,International,12478
3,201505,Aer Lingus,Europe,International,6098
3,201505,Aer Lingus,Europe,International,7245
6,201505,Aeromexico,Mexico,International,11600
6,201505,Aeromexico,Mexico,International,11672
11,201505,Air Canada ,Canada,International,14103
11,201505,Air Canada ,Canada,International,15624
11,201505,Air Canada ,Canada,International,21155
11,201505,Air Canada ,Canada,International,23438
4,201505,Air China,Asia,International,8801
4,201505,Air China,Asia,International,8234
3,201505,Air France,Europe,International,14679
3,201505,Air France,Europe,International,15184
1,201505,Air New Zealand,Australia / Oceania,International,9499
1,201505,Air New Zealand,Australia / Oceania,International,7996
2,201505,Alaska Airlines,US,International,59777
2,201505,Alaska Airlines,US,International,60307
6,201505,Alaska Airlines,Mexico,International,3657
6,201505,Alaska Airlines,Mexico,International,3956
4,201505,All Nippon Airways,Asia,International,6604
4,201505,All Nippon Airways,Asia,International,7412
2,201505,American Airlines,US,Terminal 2,121730
2,201505,American Airlines,US,Terminal 2,118474
4,201505,Asiana Airlines,Asia,International,8411
4,201505,Asiana Airlines,Asia,International,8317
3,201505,British Airways,Europe,International,21385
3,201505,British Airways,Europe,International,22075
4,201505,Cathay Pacific,Asia,International,18052
4,201505,Cathay Pacific,Asia,International,18109
4,201505,China Airlines,Asia,International,10104
4,201505,China Airlines,Asia,International,10851
4,201505,China Eastern,Asia,International,5953
4,201505,China Eastern,Asia,International,5442
4,201505,China Southern,Asia,International,2471
4,201505,China Southern,Asia,International,2471
10,201505,Compass Airlines,US,Terminal 1,40916
10,201505,Compass Airlines,US,Terminal 1,41896
10,201505,Compass Airlines,US,Terminal 1,70
2,201505,Compass Airlines,US,Terminal 2,5779
2,201505,Compass Airlines,US,Terminal 2,5367
10,201505,Delta Air Lines,US,Terminal 1,140772
10,201505,Delta Air Lines,US,Terminal 1,138944
4,201505,EVA Airways,Asia,International,17824
4,201505,EVA Airways,Asia,International,17778
4,201505,Emirates ,Middle East,International,13861
4,201505,Emirates ,Middle East,International,12950
4,201505,Etihad Airways,Middle East,International,8680
4,201505,Etihad Airways,Middle East,International,6816
10,201505,Frontier Airlines,US,Terminal 1,25399
10,201505,Frontier Airlines,US,Terminal 1,18263
2,201505,Hawaiian Airlines,US,International,15254
2,201505,Hawaiian Airlines,US,International,14332
4,201505,Japan Airlines,Asia,International,5690
4,201505,Japan Airlines,Asia,International,6961
2,201505,JetBlue Airways ,US,International,61907
2,201505,JetBlue Airways ,US,International,61200
3,201505,KLM Royal Dutch Airlines,Europe,International,11263
3,201505,KLM Royal Dutch Airlines,Europe,International,11745
4,201505,Korean Air Lines,Asia,International,7440
4,201505,Korean Air Lines,Asia,International,7252
3,201505,Lufthansa German Airlines,Europe,International,22810
3,201505,Lufthansa German Airlines,Europe,International,22847
10,201505,Mesa Airlines,US,Terminal 1,345
10,201505,Mesa Airlines,US,Terminal 1,332
4,201505,Philippine Airlines,Asia,International,12385
4,201505,Philippine Airlines,Asia,International,11923
3,201505,SAS Airlines,Europe,International,5686
3,201505,SAS Airlines,Europe,International,6426
4,201505,Singapore Airlines,Asia,International,13730
4,201505,Singapore Airlines,Asia,International,15949
10,201505,SkyWest Airlines,US,Terminal 1,2418
10,201505,SkyWest Airlines,US,Terminal 1,2362
0,201505,SkyWest Airlines,US,Terminal 3,156975
0,201505,SkyWest Airlines,US,Terminal 3,155789
11,201505,SkyWest Airlines,Canada,International,2233
7,201505,SkyWest Airlines,Canada,Terminal 3,11959
7,201505,SkyWest Airlines,Canada,Terminal 3,15114
10,201505,Southwest Airlines,US,Terminal 1,156212
10,201505,Southwest Airlines,US,Terminal 1,150449
10,201505,Southwest Airlines,US,Terminal 1,40
2,201505,Sun Country Airlines,US,International,8198
2,201505,Sun Country Airlines,US,International,7567
3,201505,Swiss International,Europe,International,6557
3,201505,Swiss International,Europe,International,6505
4,201505,TACA,Central America,International,5208
4,201505,TACA,Central America,International,5067
3,201505,Turkish Airlines,Europe,International,7683
3,201505,Turkish Airlines,Europe,International,7987
5,201505,US Airways,US,Terminal 1,43024
5,201505,US Airways,US,Terminal 1,42526
5,201505,US Airways,US,Terminal 1,35431
5,201505,US Airways,US,Terminal 1,35020
2,201505,United Airlines,US,International,36162
2,201505,United Airlines,US,International,31968
2,201505,United Airlines,US,International,23
7,201505,United Airlines,US,Terminal 3,256459
7,201505,United Airlines,US,Terminal 3,267720
7,201505,United Airlines,US,Terminal 3,151
7,201505,United Airlines,US,Terminal 3,352219
7,201505,United Airlines,US,Terminal 3,341390
7,201505,United Airlines,US,Terminal 3,187
4,201505,United Airlines,Asia,International,73416
4,201505,United Airlines,Asia,International,77277
4,201505,United Airlines,Australia / Oceania,International,6400
4,201505,United Airlines,Australia / Oceania,International,5522
11,201505,United Airlines,Canada,International,1485
11,201505,United Airlines,Canada,International,523
7,201505,United Airlines,Canada,Terminal 3,7563
7,201505,United Airlines,Canada,Terminal 3,1320
7,201505,United Airlines,Canada,Terminal 3,8394
7,201505,United Airlines,Canada,Terminal 3,13807
3,201505,United Airlines,Europe,International,37103
3,201505,United Airlines,Europe,International,40837
6,201505,United Airlines,Mexico,International,21603
6,201505,United Airlines,Mexico,International,15187
6,201505,United Airlines,Mexico,International,11
7,201505,United Airlines,Mexico,Terminal 3,165
7,201505,United Airlines,Mexico,Terminal 3,5575
2,201505,Virgin America,US,Terminal 2,172132
2,201505,Virgin America,US,Terminal 2,172112
