,Activity Period,Operating Airline,GEO Region,Terminal,Passenger Count,cluster
513,200511,EVA Airways,Asia,International,11792,0
514,200511,Frontier Airlines,US,Terminal 1,13080,4
515,200511,Frontier Airlines,US,Terminal 1,12922,4
516,200511,Hawaiian Airlines,US,Terminal 1,6792,4
517,200511,Hawaiian Airlines,US,Terminal 1,7195,4
518,200511,Horizon Air ,US,Terminal 1,4339,4
519,200511,Horizon Air ,US,Terminal 1,4472,4
520,200511,Independence Air,US,International,1555,6
521,200511,Independence Air,US,International,1790,6
522,200511,Japan Airlines,Asia,International,6925,0
523,200511,Japan Airlines,Asia,International,8103,0
524,200511,KLM Royal Dutch Airlines,Europe,International,7535,1
525,200511,KLM Royal Dutch Airlines,Europe,International,7110,1
526,200511,Korean Air Lines,Asia,International,4514,0
527,200511,Korean Air Lines,Asia,International,4409,0
528,200511,Lufthansa German Airlines,Europe,International,15301,1
529,200511,Lufthansa German Airlines,Europe,International,15229,1
530,200511,Mesa Airlines,US,Terminal 1,1201,4
531,200511,Mesa Airlines,US,Terminal 1,1441,4
532,200511,Mexicana Airlines,Mexico,International,5431,3
533,200511,Mexicana Airlines,Mexico,International,8184,3
534,200511,Midwest Airlines,US,Terminal 1,1468,4
535,200511,Midwest Airlines,US,Terminal 1,2537,4
536,200511,Northwest Airlines,US,Terminal 1,44859,4
537,200511,Northwest Airlines,US,Terminal 1,46200,4
538,200511,Northwest Airlines,Asia,International,6199,0
539,200511,Northwest Airlines,Asia,International,5965,0
540,200511,Philippine Airlines,Asia,International,9116,0
541,200511,Philippine Airlines,Asia,International,8086,0
542,200511,Singapore Airlines,Asia,International,15019,0
543,200604,Mesa Airlines,US,Terminal 1,1253,4
544,200511,Singapore Airlines,Asia,International,16438,0
545,200511,SkyWest Airlines,US,Terminal 1,6431,4
546,200511,SkyWest Airlines,US,Terminal 1,6472,4
547,200511,SkyWest Airlines,US,Terminal 3,90860,7
548,200511,SkyWest Airlines,US,Terminal 3,89742,7
549,200511,SkyWest Airlines,Canada,Terminal 3,3046,11
550,200511,SkyWest Airlines,Canada,Terminal 3,3064,11
551,200511,Sun Country Airlines,US,Terminal 1,3868,4
552,200511,Sun Country Airlines,US,Terminal 1,3811,4
553,200511,TACA,Central America,International,4105,12
554,200511,TACA,Central America,International,4259,12
555,200511,US Airways,US,Terminal 1,27469,4
556,200511,US Airways,US,Terminal 1,29799,4
557,200511,US Airways,US,Terminal 1,33531,4
558,200511,US Airways,US,Terminal 1,33243,4
559,200511,United Airlines,US,Terminal 1,46958,4
560,200511,United Airlines,US,Terminal 1,47813,4
561,200511,United Airlines - Pre 07/01/2013,US,Terminal 3,58938,7
562,200511,United Airlines - Pre 07/01/2013,US,Terminal 3,57821,7
563,200511,United Airlines - Pre 07/01/2013,US,Terminal 3,380704,7
564,200511,United Airlines - Pre 07/01/2013,US,Terminal 3,374221,7
565,200511,United Airlines - Pre 07/01/2013,US,Terminal 3,7299,7
566,200511,United Airlines - Pre 07/01/2013,Asia,International,64080,0
567,200511,United Airlines - Pre 07/01/2013,Asia,International,60797,0
568,200511,United Airlines - Pre 07/01/2013,Asia,International,3465,0
569,200511,United Airlines - Pre 07/01/2013,Australia / Oceania,International,7591,8
570,200511,United Airlines - Pre 07/01/2013,Australia / Oceania,International,7850,8
571,200511,United Airlines - Pre 07/01/2013,Australia / Oceania,International,1411,8
572,200511,United Airlines - Pre 07/01/2013,Canada,Terminal 3,7794,11
573,200511,United Airlines - Pre 07/01/2013,Canada,Terminal 3,7651,11
574,200512,Alaska Airlines,Mexico,International,12586,3
575,200511,United Airlines - Pre 07/01/2013,Europe,International,21996,1
576,200511,United Airlines - Pre 07/01/2013,Europe,International,21571,1
577,200511,United Airlines - Pre 07/01/2013,Europe,International,609,1
578,200511,United Airlines - Pre 07/01/2013,Mexico,International,8612,3
579,200511,United Airlines - Pre 07/01/2013,Mexico,International,9649,3
580,200511,United Airlines - Pre 07/01/2013,Mexico,International,158,3
581,200511,Virgin Atlantic,Europe,International,8021,1
582,200511,Virgin Atlantic,Europe,International,8174,1
583,200511,WestJet Airlines,Canada,International,1268,5
584,200511,WestJet Airlines,Canada,International,1283,5
585,200512,ATA Airlines,US,Terminal 1,15373,4
586,200512,ATA Airlines,US,Terminal 1,16790,4
587,200512,ATA Airlines,US,Terminal 1,2402,4
588,200512,Air Canada ,Canada,Terminal 1,19200,13
589,200512,Air Canada ,Canada,Terminal 1,19481,13
590,200512,Air Canada Jazz,Canada,Terminal 1,554,13
591,200512,Air Canada Jazz,Canada,Terminal 1,509,13
592,200512,Air China,Asia,International,4261,0
593,200512,Air China,Asia,International,3543,0
594,200512,Air France,Europe,International,7158,1
595,200512,Air France,Europe,International,7456,1
596,200512,Air New Zealand,Australia / Oceania,International,7406,8
597,200512,Air New Zealand,Australia / Oceania,International,6473,8
598,200512,AirTran Airways,US,International,5847,6
599,200512,AirTran Airways,US,International,5844,6
600,200512,Alaska Airlines,US,International,27640,6
601,200512,Alaska Airlines,US,International,35412,6
602,200512,Alaska Airlines,US,International,5903,6
603,200512,Alaska Airlines,Canada,International,6655,5
604,200512,Alaska Airlines,Canada,International,6847,5
605,200512,Alaska Airlines,Canada,International,147,5
606,200512,Alaska Airlines,Mexico,International,9142,3
607,200512,Alaska Airlines,Mexico,International,1737,3
608,200512,All Nippon Airways,Asia,International,5355,0
609,200512,All Nippon Airways,Asia,International,5895,0
610,200512,American Airlines,US,Terminal 3,127085,7
611,200512,American Airlines,US,Terminal 3,130393,7
612,200512,American Eagle Airlines,US,Terminal 3,4423,7
613,200512,American Eagle Airlines,US,Terminal 3,4313,7
614,200512,Asiana Airlines,Asia,International,4768,0
615,200512,Asiana Airlines,Asia,International,5020,0
616,200512,British Airways,Europe,International,15058,1
617,200512,British Airways,Europe,International,15271,1
618,200512,Cathay Pacific,Asia,International,9813,0
619,200512,Cathay Pacific,Asia,International,10442,0
620,200512,China Airlines,Asia,International,9680,0
621,200512,China Airlines,Asia,International,11506,0
622,200512,Delta Air Lines,US,Terminal 1,21336,4
623,200512,Delta Air Lines,US,Terminal 1,54864,4
624,200512,Delta Air Lines,US,Terminal 1,22322,4
625,200512,Delta Air Lines,US,Terminal 1,57401,4
626,200512,EVA Airways,Asia,International,11032,0
627,200512,EVA Airways,Asia,International,12336,0
628,200512,Frontier Airlines,US,Terminal 1,12855,4
629,200512,Frontier Airlines,US,Terminal 1,13049,4
630,200512,Hawaiian Airlines,US,Terminal 1,7024,4
631,200512,Hawaiian Airlines,US,Terminal 1,7602,4
632,200512,Horizon Air ,US,Terminal 1,4113,4
633,200512,Horizon Air ,US,Terminal 1,4462,4
634,200512,Japan Airlines,Asia,International,7094,0
635,200512,Japan Airlines,Asia,International,9192,0
636,200512,KLM Royal Dutch Airlines,Europe,International,7324,1
637,200512,KLM Royal Dutch Airlines,Europe,International,7237,1
638,200512,Korean Air Lines,Asia,International,4474,0
639,200604,Mesa Airlines,US,Terminal 1,1133,4
640,200512,Korean Air Lines,Asia,International,5101,0
641,200512,Lufthansa German Airlines,Europe,International,14696,1
642,200512,Lufthansa German Airlines,Europe,International,14949,1
643,200512,Mesa Airlines,US,Terminal 1,1158,4
644,200512,Mesa Airlines,US,Terminal 1,1638,4
645,200512,Mexicana Airlines,Mexico,International,5890,3
646,200512,Mexicana Airlines,Mexico,International,10450,3
647,200512,Midwest Airlines,US,Terminal 1,1739,4
648,200512,Midwest Airlines,US,Terminal 1,2554,4
649,200512,Northwest Airlines,US,Terminal 1,46348,4
650,200512,Northwest Airlines,US,Terminal 1,47663,4
651,200512,Northwest Airlines,Asia,International,6331,0
652,200512,Northwest Airlines,Asia,International,6520,0
653,200512,Philippine Airlines,Asia,International,7623,0
654,200512,Philippine Airlines,Asia,International,12657,0
655,200512,Singapore Airlines,Asia,International,16877,0
656,200512,Singapore Airlines,Asia,International,18197,0
657,200512,SkyWest Airlines,US,Terminal 1,4376,4
658,200512,SkyWest Airlines,US,Terminal 1,3897,4
659,200512,SkyWest Airlines,US,Terminal 3,90313,7
660,200512,SkyWest Airlines,US,Terminal 3,90500,7
661,200512,SkyWest Airlines,Canada,Terminal 3,3188,11
662,200512,SkyWest Airlines,Canada,Terminal 3,3258,11
663,200512,Sun Country Airlines,US,Terminal 1,4318,4
664,200512,Sun Country Airlines,US,Terminal 1,4146,4
665,200512,TACA,Central America,International,5371,12
666,200512,TACA,Central America,International,7536,12
667,200512,US Airways,US,Terminal 1,29880,4
668,200512,US Airways,US,Terminal 1,25505,4
669,200512,US Airways,US,Terminal 1,33736,4
670,200512,US Airways,US,Terminal 1,26801,4
671,200512,United Airlines,US,Terminal 1,47525,4
672,200512,United Airlines,US,Terminal 1,49674,4
673,200512,United Airlines - Pre 07/01/2013,US,Terminal 3,58428,7
674,200512,United Airlines - Pre 07/01/2013,US,Terminal 3,62840,7
675,200512,United Airlines - Pre 07/01/2013,US,Terminal 3,392724,7
676,200512,United Airlines - Pre 07/01/2013,US,Terminal 3,382711,7
677,200512,United Airlines - Pre 07/01/2013,US,Terminal 3,8913,7
678,200512,United Airlines - Pre 07/01/2013,Asia,International,62911,0
679,200512,United Airlines - Pre 07/01/2013,Asia,International,67674,0
680,200512,United Airlines - Pre 07/01/2013,Asia,International,3498,0
681,200512,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9418,8
682,200512,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9790,8
683,200512,United Airlines - Pre 07/01/2013,Australia / Oceania,International,1024,8
684,200512,United Airlines - Pre 07/01/2013,Canada,Terminal 3,11266,11
685,200512,United Airlines - Pre 07/01/2013,Canada,Terminal 3,11319,11
686,200512,United Airlines - Pre 07/01/2013,Canada,Terminal 3,64,11
687,200512,United Airlines - Pre 07/01/2013,Europe,International,22422,1
688,200512,United Airlines - Pre 07/01/2013,Europe,International,22376,1
689,200512,United Airlines - Pre 07/01/2013,Europe,International,476,1
690,200512,United Airlines - Pre 07/01/2013,Mexico,International,10334,3
691,200512,United Airlines - Pre 07/01/2013,Mexico,International,12624,3
692,200512,United Airlines - Pre 07/01/2013,Mexico,International,123,3
693,200512,Virgin Atlantic,Europe,International,8179,1
694,200512,Virgin Atlantic,Europe,International,8798,1
695,200512,WestJet Airlines,Canada,International,1156,5
696,200512,WestJet Airlines,Canada,International,1209,5
697,200601,ATA Airlines,US,Terminal 1,13010,4
698,200601,ATA Airlines,US,Terminal 1,12226,4
699,200601,ATA Airlines,US,Terminal 1,3316,4
700,200601,Air Canada ,Canada,Terminal 1,18986,13
701,200601,Air Canada ,Canada,Terminal 1,18360,13
702,200601,Air Canada Jazz,Canada,Terminal 1,282,13
703,200601,Air Canada Jazz,Canada,Terminal 1,337,13
704,200601,Air China,Asia,International,3470,0
705,200601,Air China,Asia,International,3078,0
706,200601,Air France,Europe,International,7565,1
707,200601,Air France,Europe,International,7175,1
708,200601,Air New Zealand,Australia / Oceania,International,6688,8
709,200601,Air New Zealand,Australia / Oceania,International,7450,8
710,200601,AirTran Airways,US,International,4096,6
711,200601,AirTran Airways,US,International,4057,6
712,200601,Alaska Airlines,US,International,28485,6
713,200601,Alaska Airlines,US,International,31577,6
714,200601,Alaska Airlines,US,International,4309,6
715,200601,Alaska Airlines,Canada,International,5804,5
716,200601,Alaska Airlines,Canada,International,4921,5
717,200601,Alaska Airlines,Canada,International,181,5
718,200601,Alaska Airlines,Mexico,International,10758,3
719,200601,Alaska Airlines,Mexico,International,11638,3
720,200601,Alaska Airlines,Mexico,International,2265,3
721,200601,All Nippon Airways,Asia,International,6629,0
722,200601,All Nippon Airways,Asia,International,6005,0
723,200601,American Airlines,US,Terminal 3,118267,7
724,200601,American Airlines,US,Terminal 3,110409,7
725,200601,American Eagle Airlines,US,Terminal 3,3676,7
726,200601,American Eagle Airlines,US,Terminal 3,3530,7
727,200601,Asiana Airlines,Asia,International,5174,0
728,200601,Asiana Airlines,Asia,International,4680,0
729,200601,British Airways,Europe,International,16385,1
730,200601,British Airways,Europe,International,15573,1
731,200601,Cathay Pacific,Asia,International,11455,0
732,200601,Cathay Pacific,Asia,International,10399,0
733,200601,China Airlines,Asia,International,11773,0
734,200601,China Airlines,Asia,International,11480,0
735,200601,Delta Air Lines,US,Terminal 1,17152,4
736,200601,Delta Air Lines,US,Terminal 1,46377,4
737,200601,Delta Air Lines,US,Terminal 1,15650,4
738,200601,Delta Air Lines,US,Terminal 1,42321,4
739,200601,EVA Airways,Asia,International,12939,0
740,200601,EVA Airways,Asia,International,12688,0
741,200601,Frontier Airlines,US,Terminal 1,12096,4
742,200601,Frontier Airlines,US,Terminal 1,11071,4
743,200601,Hawaiian Airlines,US,Terminal 1,7478,4
744,200601,Hawaiian Airlines,US,Terminal 1,7255,4
745,200601,Horizon Air ,US,Terminal 1,3483,4
746,200601,Horizon Air ,US,Terminal 1,3613,4
747,200601,Japan Airlines,Asia,International,8755,0
748,200601,Japan Airlines,Asia,International,7819,0
749,200601,KLM Royal Dutch Airlines,Europe,International,7421,1
750,200601,KLM Royal Dutch Airlines,Europe,International,6508,1
751,200601,Korean Air Lines,Asia,International,6323,0
752,200601,Korean Air Lines,Asia,International,4759,0
753,200601,Lufthansa German Airlines,Europe,International,15751,1
754,200601,Lufthansa German Airlines,Europe,International,14551,1
755,200601,Mesa Airlines,US,Terminal 1,1404,4
756,200601,Mesa Airlines,US,Terminal 1,1140,4
757,200601,Mexicana Airlines,Mexico,International,8043,3
758,200601,Mexicana Airlines,Mexico,International,7313,3
759,200601,Midwest Airlines,US,Terminal 1,1758,4
760,200601,Midwest Airlines,US,Terminal 1,2451,4
761,200601,Northwest Airlines,US,Terminal 1,39379,4
762,200601,Northwest Airlines,US,Terminal 1,38256,4
763,200601,Northwest Airlines,Asia,International,6677,0
764,200601,Northwest Airlines,Asia,International,5751,0
765,200601,Philippine Airlines,Asia,International,11503,0
766,200601,Philippine Airlines,Asia,International,11854,0
767,200601,Singapore Airlines,Asia,International,18735,0
768,200601,Singapore Airlines,Asia,International,17786,0
769,200601,SkyWest Airlines,US,Terminal 1,4753,4
770,200601,SkyWest Airlines,US,Terminal 1,3666,4
771,200601,SkyWest Airlines,US,Terminal 3,91151,7
772,200601,SkyWest Airlines,US,Terminal 3,89509,7
773,200601,SkyWest Airlines,Canada,Terminal 3,3434,11
774,200601,SkyWest Airlines,Canada,Terminal 3,3291,11
775,200601,Sun Country Airlines,US,Terminal 1,2370,4
776,200601,Sun Country Airlines,US,Terminal 1,2429,4
777,200601,TACA,Central America,International,6237,12
778,200601,TACA,Central America,International,5321,12
779,200601,US Airways,US,Terminal 1,33369,4
780,200601,US Airways,US,Terminal 1,23134,4
781,200601,US Airways,US,Terminal 1,29907,4
782,200601,US Airways,US,Terminal 1,23799,4
783,200601,United Airlines,US,Terminal 1,43087,4
784,200601,United Airlines,US,Terminal 1,40247,4
785,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,57838,7
786,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,22774,7
787,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,55884,7
788,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,21087,7
789,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,422,7
790,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,324729,7
791,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,312749,7
792,200601,United Airlines - Pre 07/01/2013,US,Terminal 3,7224,7
